"name","chr","description"
"OR2H1","6","olfactory"
"OR11A1","6","olfactory"
"OR14J1","6","olfactory"
"OR2J2","6","olfactory"
"OR2J3","6","olfactory"
"OR2J1","6","olfactory"
"OR2B3","6","olfactory"
"OR2W1","6","olfactory"
"SPDYC","11","speedy/RINGO"
"C9orf135","9","chromosome"
"TRIM27","6","tripartite"
"MALRD1","10","MAM"
"RANBP17","5","RAN"
"FAM196B","5","family"
"FOXD4L5","9","forkhead"
"TTC25","17","tetratricopeptide"
"MRPL53","2","mitochondrial"
"MROH6","8","maestro"
"ATXN2","12","ataxin"
"DCTN1","2","dynactin"
"SPATA31A1","9","SPATA31"
"PNMA8B","19","PNMA"
"TCTN1","12","tectonic"
"FAM216A","12","family"
"ZBTB48","1","zinc"
"IGFL2","19","IGF"
"IGFL4","19","IGF"
"KRTAP9-3","17","keratin"
"KRTAP4-8","17","keratin"
"GPR20","8","G"
"KRTAP1-4","17","keratin"
"KRT40","17","keratin"
"KRT25","17","keratin"
"MZT1","13","mitotic"
"SPINK9","5","serine"
"LRRC3C","17","leucine"
"PRR20B","13","proline"
"PRR20A","13","proline"
"ZNF155","19","zinc"
"UQCC3","11","ubiquinol-cytochrome"
"FBXO48","2","F-box"
"GRXCR2","5","glutaredoxin"
"FAM221B","9","family"
"CD177","19","CD177"
"PSG5","19","pregnancy"
"ZNF783","7","zinc"
"ZNF425","7","zinc"
"LRRC10B","11","leucine"
"FBXO47","17","F-box"
"C12orf73","12","chromosome"
"PCDHGA1","5","protocadherin"
"PCDHA9","5","protocadherin"
"PCDHA8","5","protocadherin"
"PCDHA7","5","protocadherin"
"PCDHA5","5","protocadherin"
"PCDHA4","5","protocadherin"
"PCDHA2","5","protocadherin"
"PCDHA1","5","protocadherin"
"TRIM13","13","tripartite"
"ERICH4","19","glutamate"
"MS4A13","11","membrane"
"PRSS1","7","serine"
"SPIRE2","16","spire"
"AARD","8","alanine"
"PABPN1L","16","poly(A)"
"OR5D16","11","olfactory"
"OR5L2","11","olfactory"
"PKHD1L1","8","PKHD1"
"SLFN12L","17","schlafen"
"CLLU1OS","12","chronic"
"SLC35B4","7","solute"
"LGALS7","19","galectin"
"SYCE1L","16","synaptonemal"
"TMEM231","16","transmembrane"
"FAM71F2","7","family"
"C2orf91","2","chromosome"
"CCNI2","5","cyclin"
"TMEM240","1","transmembrane"
"FRG2","4","FSHD"
"FAM205A","9","family"
"CDKL4","2","cyclin"
"TMEM88B","1","transmembrane"
"ACCSL","11","1-aminocyclopropane-1-carboxylate"
"C4orf47","4","chromosome"
"TRIQK","8","triple"
"SDHAF1","19","succinate"
"ARID3C","9","AT-rich"
"PSENEN","19","presenilin"
"C11orf91","11","chromosome"
"FABP9","8","fatty"
"ZBTB10","8","zinc"
"C4orf46","4","chromosome"
"SCGB2B2","19","secretoglobin"
"CCDC144NL","17","coiled-coil"
"LGR4","11","leucine"
"PSMB10","16","proteasome"
"VIT","2","vitrin"
"SPDYE2","7","speedy/RINGO"
"E2F4","16","E2F"
"PDE7A","8","phosphodiesterase"
"TMEM170B","6","transmembrane"
"MUC12","7","mucin"
"CTXN3","5","cortexin"
"MGAT4D","4","MGAT4"
"SNX2","5","sorting"
"SAP25","7","Sin3A"
"NT5M","17","5',3'-nucleotidase,"
"SARNP","12","SAP"
"OR6C68","12","olfactory"
"OR6C65","12","olfactory"
"OR6C3","12","olfactory"
"OR6C1","12","olfactory"
"ADGRG1","16","adhesion"
"IPO7","11","importin"
"PRR13","12","proline"
"TECPR1","7","tectonin"
"MT1H","16","metallothionein"
"SLCO6A1","5","solute"
"MT1A","16","metallothionein"
"C15orf59","15","chromosome"
"MT1M","16","metallothionein"
"CFI","4","complement"
"OR52E6","11","olfactory"
"SAMD9","7","sterile"
"KRT6A","12","keratin"
"CNEP1R1","16","CTD"
"KRT81","12","keratin"
"EXOC3L4","14","exocyst"
"KRTAP12-3","21","keratin"
"IZUMO3","9","IZUMO"
"KRTAP10-2","21","keratin"
"TP53TG3D","16","TP53"
"TP53TG3C","16","TP53"
"ATP6AP1L","5","ATPase"
"CCDC85C","14","coiled-coil"
"OR52J3","11","olfactory"
"OR51A2","11","olfactory"
"OR51A4","11","olfactory"
"C2CD4B","15","C2"
"RGL3","19","ral"
"NAP1L4","11","nucleosome"
"TMSB4X","X","thymosin"
"TMEM256","17","transmembrane"
"C9orf92","9","chromosome"
"CPT1B","22","carnitine"
"SMN2","5","survival"
"SERF1B","5","small"
"HMGN1","21","high"
"MUC19","12","mucin"
"DENND6B","22","DENN"
"EIF3CL","16","eukaryotic"
"LCMT1","16","leucine"
"MFSD2B","2","major"
"VCX3B","X","variable"
"CDPF1","22","cysteine"
"HTN3","4","histatin"
"LIN52","14","lin-52"
"ARSH","X","arylsulfatase"
"ACOT6","14","acyl-CoA"
"SMIM11A","21","small"
"TECRL","4","trans-2,3-enoyl-CoA"
"DPF3","14","double"
"MANSC4","12","MANSC"
"ETFRF1","12","electron"
"C17orf107","17","chromosome"
"MBD3L4","19","methyl-CpG"
"ITSN1","21","intersectin"
"ITPRIPL2","16","ITPRIP"
"DENND1C","19","DENN"
"SLCO1B7","12","solute"
"CRLF2","X","cytokine"
"CRYZL1","21","crystallin"
"C5orf51","5","chromosome"
"GAGE1","X","G"
"ARRDC5","19","arrestin"
"CYS1","2","cystin"
"PLPP6","9","phospholipid"
"KLRC2","12","killer"
"KLRC3","12","killer"
"C16orf96","16","chromosome"
"GMNC","3","geminin"
"TTC23L","5","tetratricopeptide"
"CLEC6A","12","C-type"
"C22orf42","22","chromosome"
"NANOGNB","12","NANOG"
"LRRC72","7","leucine"
"C1QTNF9B","13","C1q"
"KRTAP5-6","11","keratin"
"KRTAP5-2","11","keratin"
"KRTAP5-1","11","keratin"
"DEFB134","8","defensin"
"DEFB135","8","defensin"
"DEFB136","8","defensin"
"BHLHA9","17","basic"
"ZNF316","7","zinc"
"DAZ4","Y","deleted"
"ONECUT3","19","one"
"CEMP1","16","cementum"
"OLIG2","21","oligodendrocyte"
"C21orf62","21","chromosome"
"RNPS1","16","RNA"
"DAZ2","Y","deleted"
"NYNRIN","14","NYN"
"DNAJC19","3","DnaJ"
"IFITM5","11","interferon"
"SMIM21","18","small"
"C18orf63","18","chromosome"
"DEFA1","8","defensin"
"DOK6","18","docking"
"JPT2","16","Jupiter"
"TMEM211","22","transmembrane"
"SERPINB11","18","serpin"
"SERPINB4","18","serpin"
"SERPINB5","18","serpin"
"ZDHHC11B","5","zinc"
"KRTAP19-8","21","keratin"
"KRTAP20-3","21","keratin"
"KRTAP20-4","21","keratin"
"KRTAP22-2","21","keratin"
"KRTAP27-1","21","keratin"
"CFAP99","4","cilia"
"GOLGA8O","15","golgin"
"TMEM191C","22","transmembrane"
"RNASE13","14","ribonuclease"
"HBA1","16","hemoglobin"
"HBM","16","hemoglobin"
"ELOA2","18","elongin"
"ATP10A","15","ATPase"
"ANKUB1","3","ankyrin"
"TSSK2","22","testis"
"PRR23A","3","proline"
"FOXL2NB","3","FOXL2"
"COL6A6","3","collagen"
"RAB12","18","RAB12,"
"LRRC30","18","leucine"
"TMEM200C","18","transmembrane"
"OR10C1","6","olfactory"
"TXNRD3NB","3","thioredoxin"
"HLA-A","6","major"
"HACD2","3","3-hydroxyacyl-CoA"
"CFAP44","3","cilia"
"CD200R1L","3","CD200"
"LNP1","3","leukemia"
"OR5K3","3","olfactory"
"VGLL3","3","vestigial"
"PRSS50","3","serine"
"TRIM71","3","tripartite"
"ZCWPW2","3","zinc"
"ANKRD28","3","ankyrin"
"COLQ","3","collagen"
"METTL6","3","methyltransferase"
"XKR4","8","XK"
"GPX3","5","glutathione"
"DIO2","14","iodothyronine"
"SELENOH","11","selenoprotein"
"DIO1","1","iodothyronine"
"STK38L","12","serine/threonine"
"SACM1L","3","SAC1"
"TSN","2","translin"
"SLC48A1","12","solute"
"TSSK1B","5","testis"
"PRR22","19","proline"
"TAS2R19","12","taste"
"TAS2R50","12","taste"
"TAS2R14","12","taste"
"TAS2R13","12","taste"
"KRTAP16-1","17","keratin"
"KRTAP29-1","17","keratin"
"KRTAP9-6","17","keratin"
"CTAGE1","18","cutaneous"
"C17orf51","17","chromosome"
"KRTAP4-11","17","keratin"
"KRTAP4-9","17","keratin"
"KRTAP2-3","17","keratin"
"KRTAP2-1","17","keratin"
"RTL8B","X","retrotransposon"
"OR2A42","7","olfactory"
"RNF208","9","ring"
"KRTAP3-3","17","keratin"
"KRTAP3-2","17","keratin"
"KRTAP3-1","17","keratin"
"MAP10","1","microtubule"
"KRTAP12-4","21","keratin"
"KRTAP10-3","21","keratin"
"KRTAP6-3","21","keratin"
"POU5F1B","8","POU"
"ZNF580","19","zinc"
"ZNF611","19","zinc"
"KLK9","19","kallikrein"
"SYT3","19","synaptotagmin"
"NUP62","19","nucleoporin"
"SPHAR","1","S-phase"
"CGB8","19","chorionic"
"DENND1B","1","DENN"
"SFT2D2","1","SFT2"
"FGFR1OP","6","FGFR1"
"SCAF8","6","SR-related"
"CFAP45","1","cilia"
"ACKR1","1","atypical"
"ZNF254","19","zinc"
"TCTEX1D2","3","Tctex1"
"CRYGS","3","crystallin"
"CRIP1","14","cysteine"
"KLHL23","2","kelch"
"LINGO4","1","leucine"
"FAM24B","10","family"
"TRIM59","3","tripartite"
"MLLT11","1","MLLT11,"
"ASIC3","7","acid"
"GIMAP1","7","GTPase,"
"CCDC183","9","coiled-coil"
"ARHGEF35","7","Rho"
"OR2F1","7","olfactory"
"CSH2","17","chorionic"
"DNLZ","9","DNL-type"
"TCL1B","14","T"
"SUPT4H1","17","SPT4"
"TSGA13","7","testis"
"NRAS","1","NRAS"
"LTC4S","5","leukotriene"
"ANKRD39","2","ankyrin"
"QTRT1","19","queuine"
"CHUK","10","conserved"
"MXD3","5","MAX"
"GSTM2","1","glutathione"
"COG8","16","component"
"ARHGAP19","10","Rho"
"HAUS7","X","HAUS"
"LCAT","16","lecithin-cholesterol"
"MAGEA12","X","MAGE"
"PTPRCAP","11","protein"
"PVRIG","7","PVR"
"KRTAP4-12","17","keratin"
"KRTAP2-4","17","keratin"
"GPC2","7","glypican"
"KRT222","17","keratin"
"SIPA1","11","signal-induced"
"ERV3-1","7","endogenous"
"SYNJ2BP","14","synaptojanin"
"ARL2","11","ADP"
"TTLL13P","15","tubulin"
"GBP7","1","guanylate"
"RBMXL1","1","RBMX"
"SRA1","5","steroid"
"STIMATE","3","STIM"
"DNAJC9","10","DnaJ"
"C8orf82","8","chromosome"
"CPLX3","15","complexin"
"VDAC1","5","voltage"
"ZBTB9","6","zinc"
"TMX2","11","thioredoxin"
"HEXA","15","hexosaminidase"
"NDUFS3","11","NADH:ubiquinone"
"LEPROT","1","leptin"
"LBH","2","limb"
"ADAT3","19","adenosine"
"PPP1CB","2","protein"
"SULT1A4","16","sulfotransferase"
"GPSM3","6","G"
"LAT","16","linker"
"NCKIPSD","3","NCK"
"ATF6B","6","activating"
"TREX1","3","three"
"S1PR3","9","sphingosine-1-phosphate"
"SLC35F6","2","solute"
"FAM209B","20","family"
"CLIC1","6","chloride"
"DDAH2","6","dimethylarginine"
"RPS29","14","ribosomal"
"UGT2B11","4","UDP"
"ATP6V1G2","6","ATPase"
"ZNF134","19","zinc"
"GTF2H4","6","general"
"DDX47","12","DEAD-box"
"ZNF888","19","zinc"
"ZNF845","19","zinc"
"KLRK1","12","killer"
"CEACAM18","19","carcinoembryonic"
"EMP2","16","epithelial"
"KCTD11","17","potassium"
"C8orf44","8","chromosome"
"UBD","6","ubiquitin"
"PPM1N","19","protein"
"CEACAM16","19","carcinoembryonic"
"SLC23A3","2","solute"
"LTB4R","14","leukotriene"
"LTB4R2","14","leukotriene"
"DNASE1","16","deoxyribonuclease"
"MDP1","14","magnesium"
"LEUTX","19","leucine"
"CSNK1E","22","casein"
"CCL27","9","C-C"
"IRF9","14","interferon"
"GALT","9","galactose-1-phosphate"
"HBE1","11","hemoglobin"
"HBG1","11","hemoglobin"
"CLDN9","16","claudin"
"ITGA1","5","integrin"
"NUDT19","19","nudix"
"ZNF726","19","zinc"
"ZNF99","19","zinc"
"TAX1BP3","17","Tax1"
"AP1G2","14","adaptor"
"ZNF90","19","zinc"
"NAXD","13","NAD(P)HX"
"TM6SF2","19","transmembrane"
"MEF2B","19","myocyte"
"GANC","15","glucosidase"
"TTLL3","3","tubulin"
"REPIN1","7","replication"
"MRPL23","11","mitochondrial"
"ZNF891","12","zinc"
"IFNA7","9","interferon"
"SMIM7","19","small"
"FBXO16","8","F-box"
"TSPAN4","11","tetraspanin"
"CPNE1","20","copine"
"ARL16","17","ADP"
"SMCO1","3","single-pass"
"WEE2","7","WEE1"
"MAGEB1","X","MAGE"
"LYRM4","6","LYR"
"MYCBP","1","MYC"
"TMEM213","7","transmembrane"
"PRCD","17","photoreceptor"
"ALG3","3","ALG3,"
"ZNF788P","19","zinc"
"SH3D21","1","SH3"
"SMIM30","7","small"
"C19orf38","19","chromosome"
"C12orf74","12","chromosome"
"IQCJ","3","IQ"
"C17orf67","17","chromosome"
"MINDY4B","3","MINDY"
"FIS1","7","fission,"
"ANG","14","angiogenin"
"SCART1","10","scavenger"
"NPS","10","neuropeptide"
"COLCA2","11","colorectal"
"SPDYE3","7","speedy/RINGO"
"MBLAC1","7","metallo-beta-lactamase"
"C3orf56","3","chromosome"
"FOXI3","2","forkhead"
"SOGA3","6","SOGA"
"NEURL1B","5","neuralized"
"EFCAB9","5","EF-hand"
"HAUS3","4","HAUS"
"VSTM5","11","V-set"
"LCNL1","9","lipocalin"
"BBIP1","10","BBSome"
"TRIM77","11","tripartite"
"GNAT3","7","G"
"AS3MT","10","arsenite"
"FAM187A","17","family"
"PLIN5","19","perilipin"
"SEC14L6","22","SEC14"
"SPINK13","5","serine"
"HIGD1C","12","HIG1"
"NOTO","2","notochord"
"PPME1","11","protein"
"KRTAP2-2","17","keratin"
"STARD10","11","StAR"
"ZNF705E","11","zinc"
"NUTM2D","10","NUT"
"CPEB1","15","cytoplasmic"
"EML6","2","echinoderm"
"DEFB113","6","defensin"
"DEFB133","6","defensin"
"ZNF727","7","zinc"
"B3GNT10","9","UDP-GlcNAc:betaGal"
"ZSWIM8","10","zinc"
"IQCF5","3","IQ"
"IQCF6","3","IQ"
"C10orf105","10","chromosome"
"ARHGEF33","2","Rho"
"C12orf71","12","chromosome"
"IFRD2","3","interferon"
"CAPN14","2","calpain"
"ZBED1","X","zinc"
"AL096814.1","6",NA
"TOMM6","6","translocase"
"HNRNPUL2","11","heterogeneous"
"CSKMT","11","citrate"
"MS4A18","11","membrane"
"MS4A4E","11","membrane"
"FER1L6","8","fer-1"
"CDRT15L2","17","CMT1A"
"MTCP1","X","mature"
"RAD51AP2","2","RAD51"
"EVPLL","17","envoplakin"
"DCDC2C","2","doublecortin"
"SMTNL1","11","smoothelin"
"TRIM64C","11","tripartite"
"PNMA6E","X","PNMA"
"SPATA31D1","9","SPATA31"
"NPIPA8","16","nuclear"
"ZSWIM7","17","zinc"
"GPR33","14","G"
"ARHGEF28","5","Rho"
"TBC1D26","17","TBC1"
"LRRC69","8","leucine"
"ISPD","7","isoprenoid"
"NPIPA7","16","nuclear"
"GSG1L2","17","GSG1"
"ACSM4","12","acyl-CoA"
"RTL10","22","retrotransposon"
"COL28A1","7","collagen"
"PHB2","12","prohibitin"
"TCP11X2","X","t-complex"
"NEURL4","17","neuralized"
"GRID2IP","7","Grid2"
"CXorf49B","X","chromosome"
"UBXN2B","8","UBX"
"CXorf49","X","chromosome"
"CBWD6","9","COBW"
"C16orf90","16","chromosome"
"PRSS41","16","serine"
"NLRP2B","X","NLR"
"MUC5AC","11","mucin"
"MSMP","9","microseminoprotein,"
"GOLGA6B","15","golgin"
"FAM166B","9","family"
"PEX26","22","peroxisomal"
"GRXCR1","4","glutaredoxin"
"C5orf49","5","chromosome"
"UBE2QL1","5","ubiquitin"
"FASTKD5","20","FAST"
"GOLGA8B","15","golgin"
"KCNU1","8","potassium"
"GAGE12G","X","G"
"HOMEZ","14","homeobox"
"GAGE10","X","G"
"RNF212B","14","ring"
"DDX3X","X","DEAD-box"
"VPS16","20","VPS16,"
"ZNF705D","8","zinc"
"ZNF705B","8","zinc"
"ZNF705G","8","zinc"
"MYL5","4","myosin"
"SCRT2","20","scratch"
"ZNF407","18","zinc"
"NPEPL1","20","aminopeptidase"
"KRTAP10-4","21","keratin"
"KRTAP10-1","21","keratin"
"RPL17-C18orf32","18","RPL17-C18orf32"
"SKOR2","18","SKI"
"SIAH3","13","siah"
"EFCAB8","20","EF-hand"
"DEFB116","20","defensin"
"DEFB115","20","defensin"
"GAB4","22","GRB2"
"C20orf202","20","chromosome"
"HMX1","4","H6"
"GCGR","17","glucagon"
"RSC1A1","1","regulator"
"CELA2B","1","chymotrypsin"
"TMEM242","6","transmembrane"
"TMEM167B","1","transmembrane"
"FAM72D","1","family"
"TNFRSF25","1","TNF"
"SLC35E2A","1","solute"
"ZC3H11B","1","zinc"
"TSTD1","1","thiosulfate"
"RPTN","1","repetin"
"CYB5RL","1","cytochrome"
"LACTBL1","1","lactamase"
"C1orf167","1","chromosome"
"TTC34","1","tetratricopeptide"
"ATAD3C","1","ATPase"
"IFI30","19","IFI30,"
"IGSF23","19","immunoglobulin"
"GAGE12E","X","G"
"AC131097.2","2",NA
"CCDC7","10","coiled-coil"
"FNIP1","5","folliculin"
"SP9","2","Sp9"
"SYCE3","22","synaptonemal"
"CKLF","16","chemokine"
"PAM16","16","presequence"
"TENM3","4","teneurin"
"CEBPZOS","2","CEBPZ"
"TDRD15","2","tudor"
"PAPOLB","7","poly(A)"
"ZNF579","19","zinc"
"CELA3B","1","chymotrypsin"
"RNASEK","17","ribonuclease"
"CATSPERZ","11","catsper"
"FAM19A5","22","family"
"NBPF1","1","NBPF"
"UMAD1","7","UBAP1-MVB12-associated"
"PPP1R3G","6","protein"
"FAM228B","2","family"
"LINGO3","19","leucine"
"ZGLP1","19","zinc"
"VAMP2","17","vesicle"
"OR6B1","7","olfactory"
"EBF2","8","early"
"C6orf226","6","chromosome"
"PPP3R1","2","protein"
"PSG3","19","pregnancy"
"FANCG","9","Fanconi"
"OR2A5","7","olfactory"
"KRTAP10-9","21","keratin"
"AP4M1","7","adaptor"
"OR4A5","11","olfactory"
"C2orf16","2","chromosome"
"KRTAP1-5","17","keratin"
"TAS2R41","7","taste"
"OR2A12","7","olfactory"
"KRTAP10-10","21","keratin"
"KRTAP12-2","21","keratin"
"PLXNA4","7","plexin"
"MAGEA3","X","MAGE"
"CEBPD","8","CCAAT"
"ZNF816-ZNF321P","19","ZNF816-ZNF321P"
"PSG7","19","pregnancy"
"KRTAP1-3","17","keratin"
"OR3A2","17","olfactory"
"ARIH2OS","3","ariadne"
"ZBED8","5","zinc"
"HMSD","18","histocompatibility"
"OR1C1","1","olfactory"
"NPTXR","22","neuronal"
"POM121L12","7","POM121"
"FAM200A","7","family"
"OR2F2","7","olfactory"
"PPP2R2A","8","protein"
"C19orf73","19","chromosome"
"ZNF880","19","zinc"
"TRIM16","17","tripartite"
"OR6X1","11","olfactory"
"HEPN1","11","hepatocellular"
"OR2A25","7","olfactory"
"TAS2R40","7","taste"
"OR2A14","7","olfactory"
"TIGD1","2","tigger"
"FXYD7","19","FXYD"
"XKR9","8","XK"
"OR4C12","11","olfactory"
"SLC12A8","3","solute"
"APOL6","22","apolipoprotein"
"FADS3","11","fatty"
"OR2A1","7","olfactory"
"C3orf36","3","chromosome"
"OR4E2","14","olfactory"
"CCNL2","1","cyclin"
"UBA52","19","ubiquitin"
"MYBPHL","1","myosin"
"PPT2","6","palmitoyl-protein"
"OR2A2","7","olfactory"
"ZNF630","X","zinc"
"TIAF1","17","TGFB1-induced"
"OR52B4","11","olfactory"
"BTBD19","1","BTB"
"FAM185A","7","family"
"RAB6C","2","RAB6C,"
"C21orf140","21","chromosome"
"PSMB11","14","proteasome"
"POTEM","14","POTE"
"POTEJ","2","POTE"
"DCDC2B","1","doublecortin"
"C10orf55","10","chromosome"
"TRIM49D1","11","tripartite"
"USP17L2","8","ubiquitin"
"EXOSC6","16","exosome"
"VPS52","6","VPS52,"
"CDRT15","17","CMT1A"
"ZNF844","19","zinc"
"USP17L15","4","ubiquitin"
"CKMT1A","15","creatine"
"TINCR","19","TINCR"
"CENPVL1","X","centromere"
"EBLN1","10","endogenous"
"HBD","11","hemoglobin"
"ZNF735","7","zinc"
"RFPL4A","19","ret"
"C1GALT1C1L","2","C1GALT1"
"CERS1","19","ceramide"
"HLA-DPB1","6","major"
"C1QTNF5","11","C1q"
"CPTP","1","ceramide-1-phosphate"
"CT47A10","X","cancer/testis"
"ETDB","X","embryonic"
"CENPVL3","X","centromere"
"PRR29","17","proline"
"C4B","6","complement"
"ADM5","19","adrenomedullin"
"CXorf51A","X","chromosome"
"ATXN1L","16","ataxin"
"SMIM13","6","small"
"HNRNPA1P48","16","heterogeneous"
"GPX5","6","glutathione"
"GAGE12J","X","G"
"NPIPA3","16","nuclear"
"NDUFAF8","17","NADH:ubiquinone"
"GAGE12H","X","G"
"APOC4-APOC2","19","APOC4-APOC2"
"PRRT4","7","proline"
"PPP4R3C","X","protein"
"TMEM233","12","transmembrane"
"PNMA6F","X","PNMA"
"PVALEF","17","parvalbumin"
"PLEKHM1","17","pleckstrin"
"USP17L3","8","ubiquitin"
"CT62","15","cancer/testis"
"FAM236D","X","family"
"MKRN2OS","3","MKRN2"
"Z82206.1","22",NA
"C2CD4D","1","C2"
"ZNF469","16","zinc"
"MCRIP1","17","MAPK"
"SLC26A6","3","solute"
"OR6V1","7","olfactory"
"DEFB131B","11","defensin"
"FAM229A","1","family"
"ERCC6","10","ERCC"
"FRG2B","10","FSHD"
"NOL7","6","nucleolar"
"CTAGE4","7","CTAGE"
"C5orf67","5","chromosome"
"NTF4","19","neurotrophin"
"ELFN1","7","extracellular"
"PIGBOS1","15","PIGB"
"CT47A6","X","cancer/testis"
"FTCDNL1","2","formiminotransferase"
"TEX22","14","testis"
"OR52I2","11","olfactory"
"CROCC2","2","ciliary"
"DCAF8L1","X","DDB1"
"USP17L7","8","ubiquitin"
"TMEM185B","2","transmembrane"
"AC138647.1","8",NA
"CT47A9","X","cancer/testis"
"KIF4B","5","kinesin"
"CT47A12","X","cancer/testis"
"AC013470.2","7",NA
"HSBP1L1","18","heat"
"TAS2R46","12","taste"
"SRRM5","19","serine/arginine"
"PGAM4","X","phosphoglycerate"
"C13orf42","13","chromosome"
"ERVMER34-1","4","endogenous"
"CT47A11","X","cancer/testis"
"RBMY1J","Y","RNA"
"LTA","6","lymphotoxin"
"C14orf132","14","chromosome"
"WDR46","6","WD"
"ANHX","12","anomalous"
"ZNF717","3","zinc"
"USP17L5","4","ubiquitin"
"PRR20D","13","proline"
"SPANXB1","X","SPANX"
"KLLN","10","killin,"
"PARG","10","poly(ADP-ribose)"
"AKR1B15","7","aldo-keto"
"GAGE12D","X","G"
"SCAMP4","19","secretory"
"LTB","6","lymphotoxin"
"USP17L12","4","ubiquitin"
"RD3L","14","retinal"
"TEX46","1","testis"
"MRLN","10","myoregulin"
"POLR2J2","7","RNA"
"BOD1L2","18","biorientation"
"IFNA14","9","interferon"
"OR2M3","1","olfactory"
"ORM2","9","orosomucoid"
"C19orf24","19","chromosome"
"TSTD3","6","thiosulfate"
"OST4","2","oligosaccharyltransferase"
"C2orf92","2","chromosome"
"CT47A7","X","cancer/testis"
"VN1R4","19","vomeronasal"
"NUTM2E","10","NUT"
"FNDC10","1","fibronectin"
"CLDN25","11","claudin"
"PROB1","5","proline"
"ARL17B","17","ADP"
"DHFR","5","dihydrofolate"
"SAPCD1","6","suppressor"
"CT45A5","X","cancer/testis"
"USP17L30","4","ubiquitin"
"TSPY3","Y","testis"
"ANKRD20A8P","2","ankyrin"
"RPL41","12","ribosomal"
"PGA4","11","pepsinogen"
"RFPL4AL1","19","ret"
"ORM1","9","orosomucoid"
"SFTA3","14","surfactant"
"SPINK8","3","serine"
"PATL2","15","PAT1"
"NKX1-2","10","NK1"
"TSPY8","Y","testis"
"PRAMEF25","1","PRAME"
"USP17L26","4","ubiquitin"
"PRAC2","17","PRAC2"
"PRR20C","13","proline"
"ZNF492","19","zinc"
"ZNF688","16","zinc"
"PET100","19","PET100"
"PGA3","11","pepsinogen"
"GK3P","4","glycerol"
"FAM90A26","4","family"
"PRPS1L1","7","phosphoribosyl"
"IQCF3","3","IQ"
"POTEB2","15","POTE"
"TEX53","9","testis"
"ANKRD66","6","ankyrin"
"ACBD6","1","acyl-CoA"
"OR4F3","5","olfactory"
"NFE4","7","nuclear"
"SSU72P8","7","SSU72"
"OR5H6","3","olfactory"
"CT47A8","X","cancer/testis"
"USP17L25","4","ubiquitin"
"ANKRD18B","9","ankyrin"
"PPP5D1","19","PPP5"
"MBD3L2","19","methyl-CpG"
"USP17L1","8","ubiquitin"
"CCDC192","5","coiled-coil"
"CT47A4","X","cancer/testis"
"TEX48","9","testis"
"AC011005.1","7",NA
"PRB4","12","proline"
"SETSIP","1","SET-like"
"ANKRD63","15","ankyrin"
"YY2","X","YY2"
"STMND1","6","stathmin"
"HSBP1","16","heat"
"USP17L28","4","ubiquitin"
"KRTAP21-3","21","keratin"
"OR5H1","3","olfactory"
"PLSCR5","3","phospholipid"
"CFAP97D1","17","CFAP97"
"SBK3","19","SH3"
"HLA-DPA1","6","major"
"USP17L10","4","ubiquitin"
"RPS18","6","ribosomal"
"USP17L29","4","ubiquitin"
"DIRC3","2","disrupted"
"TSPAN19","12","tetraspanin"
"AL136454.1","1",NA
"AKAIN1","18","A-kinase"
"CYP21A2","6","cytochrome"
"OR5K2","3","olfactory"
"PRH1","12","proline"
"PSG1","19","pregnancy"
"TAPBP","6","TAP"
"PPP1R2B","5","PPP1R2"
"MAGEB6B","X","MAGE"
"ZBED9","6","zinc"
"TMEM253","14","transmembrane"
"TMA7","3","translation"
"TEX50","1","testis"
"MCTS1","X","MCTS1,"
"DYTN","2","dystrotelin"
"MTRNR2L4","16","MT-RNR2"
"ASCL5","1","achaete-scute"
"TMEM114","16","transmembrane"
"KRTAP25-1","21","keratin"
"USP17L24","4","ubiquitin"
"OR52I1","11","olfactory"
"OR5K1","3","olfactory"
"SMIM26","20","small"
"USP17L13","4","ubiquitin"
"PRAMEF6","1","PRAME"
"AJM1","9","apical"
"KANTR","X","KDM5C"
"HLA-DQB2","6","major"
"GOLGA8N","15","golgin"
"TNF","6","tumor"
"PET117","20","PET117"
"LYRM9","17","LYR"
"DEFB130A","8","defensin"
"AC126755.2","16","nuclear"
"PHGR1","15","proline,"
"DEFB130B","8","defensin"
"RAB6D","2","RAB6D,"
"USP17L11","4","ubiquitin"
"RNF224","9","ring"
"NPIPB7","16","nuclear"
"OR5H15","3","olfactory"
"BTBD18","11","BTB"
"TMEM238","19","transmembrane"
"TWIST2","2","twist"
"PIRT","17","phosphoinositide"
"PRR23C","3","proline"
"AC092835.1","2",NA
"TRIM49D2","11","tripartite"
"TSPY4","Y","testis"
"IFNA13","9","interferon"
"HIST1H2BN","6","histone"
"POTEB","15","POTE"
"RPS28","19","ribosomal"
"CTXN2","15","cortexin"
"UQCRHL","1","ubiquinol-cytochrome"
"PAGE2","X","PAGE"
"TRIM26","6","tripartite"
"TMEM229A","7","transmembrane"
"PRR20E","13","proline"
"ZNF879","5","zinc"
"H2BFS","21","H2B"
"CCDC188","22","coiled-coil"
"RBMY1A1","Y","RNA"
"KBTBD13","15","kelch"
"ZNF736","7","zinc"
"PINLYP","19","phospholipase"
"CLDN34","X","claudin"
"C5orf58","5","chromosome"
"FAM133B","7","family"
"OR10G8","11","olfactory"
"MCIDAS","5","multiciliate"
"JRK","8","Jrk"
"NPIPB2","16","nuclear"
"HLA-B","6","major"
