"scientificName","commonName","criticalHabitat","speciesGroup","Status","specialRules","whereListed"
"Lampsilis higginsii","Higgins eye (pearlymussel)","N/A","Clams","Endangered","N/A","Wherever found"
"Lampsilis perovalis","Orangenacre mucket","17.95(f)","Clams","Threatened","N/A","Wherever found"
"Lampsilis powellii","Arkansas fatmucket","N/A","Clams","Threatened","N/A","Wherever found"
"Lampsilis rafinesqueana","Neosho Mucket","17.95(f) 17.95(h)","Clams","Endangered","N/A","Wherever found"
"Lampsilis streckeri","Speckled pocketbook","N/A","Clams","Endangered","N/A","Wherever found"
"Lampsilis subangulata","Shinyrayed pocketbook","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Lampsilis virescens","Alabama lampmussel","N/A","Clams","Endangered","N/A","Wherever found; Except where listed as Experimental Populations"
"Lampsilis virescens","Alabama lampmussel","N/A","Clams","Experimental Population Non-Essential","17.85(a)","U.S.A. (AL;The free-flowing reach of the Tennessee R. from the base of Wilson Dam downstream to the backwaters of Pickwick Reservoir [about 12 RM (19 km)] and the lower 5 RM [8 km] of all tributaries to this reach in Colbert and Lauderdale Cos. see 17.85(a))"
"Lanius ludovicianus mearnsi","San Clemente loggerhead shrike","N/A","Birds","Endangered","N/A","Wherever found"
"Lanx sp.","Banbury Springs limpet","N/A","Snails","Endangered","N/A","Wherever found"
"Larus audouinii","Audouin's gull","N/A","Birds","Endangered","N/A","Wherever found"
"Larus relictus","Relict gull","N/A","Birds","Endangered","N/A","Wherever found"
"Lasiorhinus krefftii (formerly L. barnardi and L. gillespiei)","Queensland hairy-nosed wombat (incl. Barnard's)","N/A","Mammals","Endangered","N/A","Wherever found"
"Lasiurus cinereus semotus","Hawaiian hoary bat","N/A","Mammals","Endangered","N/A","Wherever found"
"Lasmigona decorata","Carolina heelsplitter","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Laterallus tuerosi","Junin rail","N/A","Birds","Endangered","N/A","Wherever found"
"Latimeria chalumnae","African coelacanth","N/A","Fishes","Threatened","N/A","Tanzanian Distinct Population  Segment (DPS) of African coelacanth"
"Leiolopisma telfairi","Round Island skink","N/A","Reptiles","Threatened","N/A","Wherever found"
"Leiopelma hamiltoni","Stephen Island frog","N/A","Amphibians","Endangered","N/A","Wherever found"
"Lemiox rimosus","Birdwing pearlymussel","N/A","Clams","Endangered","N/A","Wherever found; Except where listed as Experimental Populations"
"Lemiox rimosus","Birdwing pearlymussel","N/A","Clams","Experimental Population Non-Essential","17.85(a)","U.S.A. (AL;The free-flowing reach of the Tennessee R. from the base of Wilson Dam downstream to the backwaters of Pickwick Reservoir [about 12 RM (19 km)] and the lower 5 RM [8 km] of all tributaries to this reach in Colbert and Lauderdale Cos. see 17.85(a))"
"Lemiox rimosus","Birdwing pearlymussel","N/A","Clams","Experimental Population Non-Essential","N/A","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))"
"Lemuridae (incl. genera Lemur Phaner Hapalemur Lepilemur Microcebus Allocebus Cheirogaleus Varecia)","Lemurs","N/A","Mammals","Endangered","N/A","Wherever found"
"Leontopithecus spp.","Golden-rumped tamarin","N/A","Mammals","Endangered","N/A","Wherever found"
"Leopardus (=Felis) pardalis","Ocelot","N/A","Mammals","Endangered","N/A","wherever found"
"Leopardus (=Felis) tigrinus","Tiger cat","N/A","Mammals","Endangered","N/A","Wherever found"
"Leopardus (=Felis) wiedii","Margay","N/A","Mammals","Endangered","N/A","Wherever found"
"Lepidochelys kempii","Kemp's ridley sea turtle","N/A","Reptiles","Endangered","224.104","Wherever found"
"Lepidochelys olivacea","Olive ridley sea turtle","N/A","Reptiles","Endangered","224.104","Breeding colony populations on Pacific coast of Mexico"
"Lepidochelys olivacea","Olive ridley sea turtle","N/A","Reptiles","Threatened","17.42(b) 223.205 223.206 223.207","Wherever found except when listed as endangered under 50 CFR 224.101"
"Lepidomeda albivallis","White River spinedace","17.95(e)","Fishes","Endangered","N/A","Wherever found"
"Lepidomeda mollispinis pratensis","Big Spring spinedace","17.95(e)","Fishes","Threatened","17.44(i)","Wherever found"
"Lepidomeda vittata","Little Colorado spinedace","17.95(e)","Fishes","Threatened","17.44(t)","Wherever found"
"Lepidurus packardi","Vernal pool tadpole shrimp","17.95(h)","Crustaceans","Endangered","N/A","Wherever found"
"Leporillus conditor","Stick-nest rat","N/A","Mammals","Endangered","N/A","Wherever found"
"Leptailurus (=Felis) serval constantina","Barbary serval","N/A","Mammals","Endangered","N/A","Wherever found"
"Leptasthenura xenothorax","White-browed tit-spinetail","N/A","Birds","Endangered","N/A","Wherever found"
"Leptodea leptodon","Scaleshell mussel","N/A","Clams","Endangered","N/A","Wherever found"
"Leptonycteris nivalis","Mexican long-nosed bat","N/A","Mammals","Endangered","N/A","Wherever found"
"Leptoptilos dubius","Greater adjutant","N/A","Birds","Endangered","N/A","Wherever found"
"Leptotes cassius theonus","Cassius Blue Butterfly","N/A","Insects","Similarity of Appearance to a Threatened Taxon","17.47(a)","Wherever found"
"Leptotila rufaxilla wellsi","Grenada gray-fronted dove","N/A","Birds","Endangered","N/A","Wherever found"
"Leptoxis ampla","Round rocksnail","N/A","Snails","Threatened","N/A","Wherever found"
"Leptoxis foremani","Interrupted (=Georgia) Rocksnail","17.95(f)","Snails","Endangered","N/A","Wherever found"
"Leptoxis plicata","Plicate rocksnail","N/A","Snails","Endangered","N/A","Wherever found"
"Leptoxis taeniata","Painted rocksnail","N/A","Snails","Threatened","N/A","Wherever found"
"Lepyrium showalteri","Flat pebblesnail","N/A","Snails","Endangered","N/A","Wherever found"
"Leucopeza semperi","Semper's warbler (=wood)","N/A","Birds","Endangered","N/A","Wherever found"
"Leucopsar rothschildi","Rothschild's starling (myna)","N/A","Birds","Endangered","N/A","Wherever found"
"Lichenostomus melanops cassidix (=Meliphaga c.)","Helmeted honeyeater","N/A","Birds","Endangered","N/A","Wherever found"
"Liophus ornatus","Maria Island snake","N/A","Reptiles","Endangered","N/A","Wherever found"
"Lioplax cyclostomaformis","Cylindrical lioplax (snail)","N/A","Snails","Endangered","N/A","Wherever found"
"Lipotes vexillifer","Chinese River Dolphin","N/A","Mammals","Endangered","N/A","Wherever found"
"Lirceus usdagalun","Lee County cave isopod","N/A","Crustaceans","Endangered","N/A","Wherever found"
"Lontra (=Lutra) felina","Marine otter","N/A","Mammals","Endangered","N/A","Wherever found"
"Lontra (=Lutra) longicaudis (incl. platensis)","Long-tailed otter","N/A","Mammals","Endangered","N/A","Wherever found"
"Lontra (=Lutra) provocax","Southern river otter","N/A","Mammals","Endangered","N/A","Wherever found"
"Lophophorus lhuysii","Chinese monal pheasant","N/A","Birds","Endangered","N/A","Wherever found"
"Lophophorus sclateri","Sclater's monal pheasant","N/A","Birds","Endangered","N/A","Wherever found"
"Lophura edwardsi","Edward's pheasant","N/A","Birds","Endangered","N/A","Wherever found"
"Lophura imperialis","Imperial pheasant","N/A","Birds","Endangered","N/A","Wherever found"
"Lophura swinhoii","Swinhoe's pheasant","N/A","Birds","Endangered","N/A","Wherever found"
"Loxioides bailleui","Palila (honeycreeper)","17.95(b)","Birds","Endangered","N/A","Wherever found"
"Loxodonta africana","African elephant","N/A","Mammals","Threatened","17.40(e)","Wherever found"
"Loxops caeruleirostris","Akekee","17.95(b)","Birds","Endangered","N/A","Wherever found"
"Loxops coccineus","Hawaii akepa","N/A","Birds","Endangered","N/A","Wherever found"
"Loxops ochraceus","Maui akepa","N/A","Birds","Endangered","N/A","Wherever found"
"Lycaeides argyrognomon lotis","Lotis blue butterfly","N/A","Insects","Endangered","N/A","Wherever found"
"Lycaeides melissa samuelis","Karner blue butterfly","N/A","Insects","Endangered","N/A","Wherever found"
"Lycaon pictus","African wild dog","N/A","Mammals","Endangered","N/A","Wherever found"
"Lynx (=Felis) rufus escuinapae","Mexican bobcat","N/A","Mammals","Endangered","N/A","Wherever found"
"Lynx canadensis","Canada Lynx","17.95(a)","Mammals","Threatened","17.40(k) 23.54","Wherever Found in Contiguous U.S."
"Macaca arctoides","Stump-tailed macaque","N/A","Mammals","Threatened","17.40(c)","Wherever found"
"Macaca cyclopis","Formosan rock macaque","N/A","Mammals","Threatened","17.40(c)","Wherever found"
"Macaca fuscata","Japanese macaque","N/A","Mammals","Threatened","17.40(c)","Wherever found"
"Macaca silenus","Lion-tailed macaque","N/A","Mammals","Endangered","N/A","Wherever found"
"Macaca sinica","Toque macaque","N/A","Mammals","Threatened","17.40(c)","Wherever found"
"Macrocephalon maleo","Maleo megapode","N/A","Birds","Endangered","N/A","Wherever found"
"Macropus giganteus tasmaniensis","Tasmanian forester kangaroo","N/A","Mammals","Endangered","N/A","Wherever found"
"Macropus parma","Parma wallaby","N/A","Mammals","Endangered","N/A","Wherever found"
"Macrotis lagotis","Rabbit bandicoot","N/A","Mammals","Endangered","N/A","Wherever found"
"Macrotis leucura","Lesser rabbit bandicoot","N/A","Mammals","Endangered","N/A","Wherever found"
"Malaconotus alius","Ulugura bush-shrike","N/A","Birds","Threatened","N/A","Wherever found"
"Malimbus ibadanensis","Ibadan malimbe","N/A","Birds","Endangered","N/A","Wherever found"
"Mandrillus (=Papio) leucophaeus","Drill","N/A","Mammals","Endangered","N/A","Wherever found"
"Mandrillus (=Papio) sphinx","Mandrill","N/A","Mammals","Endangered","N/A","Wherever found"
"Manduca blackburni","Blackburn's sphinx moth","17.95(i)","Insects","Endangered","N/A","Wherever found"
"Manis temminckii","Temnick''s ground Pangolin","N/A","Mammals","Endangered","N/A","Wherever found"
"Margaritifera hembeli","Louisiana pearlshell","N/A","Clams","Threatened","N/A","Wherever found"
"Margaritifera marrianae","Alabama pearlshell","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Marmota vancouverensis","Vancouver Island marmot","N/A","Mammals","Endangered","N/A","Wherever found"
"Martes flavigula chrysospila","Formosan yellow-throated marten","N/A","Mammals","Endangered","N/A","Wherever found"
"Masticophis lateralis euryxanthus","Alameda whipsnake (=striped racer)","17.95(c)","Reptiles","Threatened","N/A","Wherever found"
"Meda fulgida","Spikedace","17.95(e)","Fishes","Endangered","17.44(p)","Wherever found"
"Medionidus acutissimus","Alabama moccasinshell","17.95(f)","Clams","Threatened","N/A","Wherever found"
"Medionidus parvulus","Coosa moccasinshell","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Medionidus penicillatus","Gulf moccasinshell","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Medionidus simpsonianus","Ochlockonee moccasinshell","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Medionidus walkeri","Suwannee moccasinshell","N/A","Clams","Threatened","N/A","Wherever found"
"Megadyptes antipodes","yellow-eyed penguin","N/A","Birds","Threatened","N/A","Wherever found"
"Megalagrion leptodemas","Crimson Hawaiian damselfly","17.95(i)","Insects","Endangered","N/A","Wherever found"
"Megalagrion nesiotes","Flying earwig Hawaiian damselfly","N/A","Insects","Endangered","N/A","Wherever found"
"Megalagrion nigrohamatum nigrolineatum","Blackline Hawaiian damselfly","17.95(i)","Insects","Endangered","N/A","Wherever found"
"Megalagrion oceanicum","Oceanic Hawaiian damselfly","17.95(i)","Insects","Endangered","N/A","Wherever found"
"Megalagrion pacificum","Pacific Hawaiian damselfly","N/A","Insects","Endangered","N/A","Wherever found"
"Megalagrion xanthomelas","Orangeblack Hawaiian damselfly","N/A","Insects","Endangered","N/A","Wherever found"
"Megalonaias nicklineana","Nicklin's pearlymussel","N/A","Clams","Endangered","N/A","Wherever found"
"Megapodius laperouse","Micronesian megapode","N/A","Birds","Endangered","N/A","Wherever found"
"Megaptera novaeangliae","Humpback whale","N/A","Mammals","Endangered","N/A","Arabian Sea DPS"
"Megaptera novaeangliae","Humpback whale","N/A","Mammals","Endangered","N/A","Cape Verde Island/Northwest Africa"
"Megaptera novaeangliae","Humpback whale","N/A","Mammals","Endangered","N/A","Central America DPS"
"Megaptera novaeangliae","Humpback whale","N/A","Mammals","Endangered","N/A","Western North Pacific"
"Megaptera novaeangliae","Humpback whale","N/A","Mammals","Threatened","N/A","Mexico DPS"
"Melamprosops phaeosoma","Po`ouli (honeycreeper)","N/A","Birds","Endangered","N/A","Wherever found"
"Melanochelys tricarinata","Three-keeled Asian turtle","N/A","Reptiles","Endangered","N/A","Wherever found"
"Melanosuchus niger","Black caiman","N/A","Reptiles","Endangered","N/A","Wherever found"
"Menidia extensa","Waccamaw silverside","17.95(e)","Fishes","Threatened","17.44(s)","Wherever found"
"Mergus octosetaceus","Brazillian merganser","N/A","Birds","Endangered","N/A","Wherever found"
"Mesodon clarki nantahala","noonday snail","N/A","Snails","Threatened","N/A","Wherever found"
"Microhexura montivaga","Spruce-fir moss spider","17.95(g)","Arachnids","Endangered","N/A","Wherever found"
"Microtus californicus scirpensis","Amargosa vole","17.95(a)","Mammals","Endangered","N/A","Wherever found"
"Microtus pennsylvanicus dukecampbelli","Florida salt marsh vole","N/A","Mammals","Endangered","N/A","Wherever found"
"Mimizuku (=Otus) gurneyi","Giant scops owl","N/A","Birds","Endangered","N/A","Wherever found"
"Mimus graysoni","Socorro mockingbird","N/A","Birds","Endangered","N/A","Wherever found"
"Mitu mitu mitu","Razor-billed curassow","N/A","Birds","Endangered","N/A","Wherever found"
"Moapa coriacea","Moapa dace","N/A","Fishes","Endangered","N/A","Wherever found"
"Moho braccatus","Kauai `o`o (honeyeater)","N/A","Birds","Endangered","N/A","Wherever found"
"Monachus monachus","Mediterranean monk seal","N/A","Mammals","Endangered","N/A","Wherever found"
"Monachus schauinslandi","Hawaiian monk seal","226.201","Mammals","Endangered","N/A","Wherever found"
"Montipora australiensis","No common name","N/A","Corals","Threatened","N/A","Wherever found"
"Morenia ocellata","Burmese peacock turtle","N/A","Reptiles","Endangered","N/A","Wherever found"
"Moschus spp. (all species)","Musk deer","N/A","Mammals","Endangered","N/A","Afghanistan Bhutan Burma China (Tibet Yunnan) India Nepal Pakistan Sikkim"
"Muntiacus feae","Fea's muntjac","N/A","Mammals","Endangered","N/A","Wherever found"
"Mustela nigripes","Black-footed ferret","N/A","Mammals","Endangered","17.84(g)","Wherever found except where listed as an experimental population"
"Mustela nigripes","Black-footed ferret","N/A","Mammals","Experimental Population Non-Essential","17.84(g)","U.S.A. (WY and specified portions of AZ CO MT SD and UT see 17.84(g)(9))"
"Myadestes lanaiensis rutha","Molokai thrush","N/A","Birds","Endangered","N/A","Wherever found"
"Myadestes myadestinus","Large Kauai (=kamao) Thrush","N/A","Birds","Endangered","N/A","Wherever found"
"Myadestes palmeri","Small Kauai (=puaiohi) Thrush","N/A","Birds","Endangered","N/A","Wherever found"
"Mycetophyllia ferox","Rough Cactus Coral","N/A","Corals","Threatened","N/A","Wherever found"
"Mycteria americana","Wood stork","N/A","Birds","Threatened","N/A","U.S.A. (AL FL GA MS NC SC)"
"Myotis grisescens","Gray bat","N/A","Mammals","Endangered","N/A","Wherever found"
"Myotis septentrionalis","Northern Long-Eared Bat","N/A","Mammals","Threatened","17.40(o)","Wherever found"
"Myotis sodalis","Indiana bat","17.95(a)","Mammals","Endangered","N/A","Wherever found"
"Myrmecobius fasciatus","Numbat","N/A","Mammals","Endangered","N/A","Wherever found"
"Naemorhedus (=Capricornis) sumatraensis","Serow","N/A","Mammals","Endangered","N/A","Wherever found"
"Naemorhedus goral","Goral","N/A","Mammals","Endangered","N/A","Wherever found"
"Nasalis concolor","Pagi Island langur","N/A","Mammals","Endangered","N/A","Wherever found"
"Nasalis larvatus","Proboscis monkey","N/A","Mammals","Endangered","N/A","Wherever found"
"Nectarinia prigoginei","Marungu sunbird","N/A","Birds","Endangered","N/A","Wherever found"
"Nectophrynoides spp.","African viviparous toads","N/A","Amphibians","Endangered","N/A","Wherever found"
"Necturus alabamensis","Black warrior (=Sipsey Fork) Waterdog","17.95(d)","Amphibians","Endangered","N/A","Wherever found"
"Nemosia rourei","Cherry-throated tanager","N/A","Birds","Endangered","N/A","Wherever found"
"Neofelis nebulosa","Clouded leopard","N/A","Mammals","Endangered","N/A","Wherever found"
"Neoleptoneta microps","Government Canyon Bat Cave Spider","17.95(g)","Arachnids","Endangered","N/A","Wherever found"
"Neoleptoneta myopica","Tooth Cave Spider","N/A","Arachnids","Endangered","N/A","Wherever found"
"Neomorphus geoffroyi dulcis","Southeastern rufous-vented ground cuckoo","N/A","Birds","Endangered","N/A","Wherever found"
"Neonympha mitchellii francisci","Saint Francis' satyr butterfly","N/A","Insects","Endangered","N/A","Wherever found"
"Neonympha mitchellii mitchellii","Mitchell's satyr Butterfly","N/A","Insects","Endangered","N/A","Wherever found"
"Neophema chrysogaster","Orange-bellied parakeet","N/A","Birds","Endangered","N/A","Wherever found"
"Neoseps reynoldsi","Sand skink","N/A","Reptiles","Threatened","17.42(d)","Wherever found"
"Neotoma floridana smalli","Key Largo woodrat","N/A","Mammals","Endangered","N/A","Wherever found"
"Neotoma fuscipes riparia","Riparian woodrat (=San Joaquin Valley)","N/A","Mammals","Endangered","N/A","Wherever found"
"Neotragus moschatus moschatus","Zanzibar suni","N/A","Mammals","Endangered","N/A","Wherever found"
"Nerodia clarkii taeniata","Atlantic salt marsh snake","N/A","Reptiles","Threatened","N/A","Wherever found"
"Nerodia erythrogaster neglecta","Copperbelly water snake","N/A","Reptiles","Threatened","N/A","Indiana north of 40 degrees north latitude Michigan Ohio"
"Nesillas aldabranus","Aldabra Warbler (old world warbler)","N/A","Birds","Endangered","N/A","Wherever found"
"Newcombia cumingi","Newcomb's Tree snail","17.95(f)","Snails","Endangered","N/A","Wherever found"
"Nicrophorus americanus","American burying beetle","N/A","Insects","Endangered","N/A","Wherever found except where listed as an experimental population"
"Nicrophorus americanus","American burying beetle","N/A","Insects","Experimental Population Non-Essential","N/A","In southwestern Missouri the counties of Cedar St. Clair Bates and Vernon."
"Nipponia nippon","Japanese crested ibis","N/A","Birds","Endangered","N/A","Wherever found"
"Notomys aquilo","Australian native mouse","N/A","Mammals","Endangered","N/A","Wherever found"
"Notropis albizonatus","Palezone shiner","N/A","Fishes","Endangered","N/A","Wherever found"
"Notropis buccula","Smalleye Shiner","17.95(e)","Fishes","Endangered","N/A","Wherever found"
"Notropis cahabae","Cahaba shiner","N/A","Fishes","Endangered","N/A","Wherever found"
"Notropis girardi","Arkansas River shiner","17.95(e)","Fishes","Threatened","N/A","Arkansas River Basin (AR KS NM OK TX)"
"Notropis mekistocholas","Cape Fear shiner","17.95(e)","Fishes","Endangered","N/A","Wherever found"
"Notropis oxyrhynchus","Sharpnose Shiner","17.95(e)","Fishes","Endangered","N/A","Wherever found"
"Notropis simus pecosensis","Pecos bluntnose shiner","17.95(e)","Fishes","Threatened","17.44(r)","Wherever found"
"Notropis topeka (=tristis)","Topeka shiner","17.95(e)","Fishes","Endangered","N/A","Wherever found except where listed as an experimental population"
"Notropis topeka (=tristis)","Topeka shiner","N/A","Fishes","Experimental Population Non-Essential","N/A","U.S.A. (MO-specified portions of Little Creek Big Muddy Creek and Spring Creek watersheds in Adair Gentry Harrison Putnam Sullivan and Worth Counties; see 17.84(d)(1)(i))"
"Noturus baileyi","Smoky madtom","17.95(e)","Fishes","Endangered","N/A","Wherever found"
"Noturus baileyi","Smoky madtom","N/A","Fishes","Experimental Population Non-Essential","17.84(m)","The Tellico River between the backwaters of the Tellico Reservoir (approximately Tellico River mile 19 (30.4 kilometers) and Tellico River mile 33 (52.8 kilometers) near the Tellico Ranger Station Monroe County Tennessee."
"Noturus crypticus","Chucky Madtom","17.95(e)","Fishes","Endangered","N/A","Wherever found"
"Noturus flavipinnis","Yellowfin madtom","17.95(e)","Fishes","Threatened","17.44(c)","Wherever found except where listed as an experimental population"
"Noturus flavipinnis","Yellowfin madtom","N/A","Fishes","Experimental Population Non-Essential","17.84(e)","U.S.A. (TN-specified portions of the Tellico River; see 17.84(e)(1)(ii))"
"Noturus flavipinnis","Yellowfin madtom","N/A","Fishes","Experimental Population Non-Essential","17.84(e)","U.S.A. (TN VA-specified portions of the Holston River and watershed; see 17.84(e)(1)(i))"
"Noturus flavipinnis","Yellowfin madtom","N/A","Fishes","Experimental Population Non-Essential","N/A","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.84(e)(1)(iii))"
"Noturus placidus","Neosho madtom","N/A","Fishes","Threatened","N/A","Wherever found"
"Noturus stanauli","Pygmy madtom","N/A","Fishes","Endangered","N/A","Wherever found"
"Noturus stanauli","Pygmy madtom","N/A","Fishes","Experimental Population Non-Essential","N/A","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.84(t)(1)(i))"
"Noturus trautmani","Scioto madtom","N/A","Fishes","Endangered","N/A","Wherever found"
"Numenius borealis","Eskimo curlew","N/A","Birds","Endangered","N/A","Wherever found"
"Numenius tenuirostris","Slender-billed curlew","N/A","Birds","Endangered","N/A","Wherever found"
"Nycticebus pygmaeus","Lesser slow loris","N/A","Mammals","Threatened","17.40(c)","Wherever found"
"Oarisma poweshiek","Poweshiek skipperling","17.95(i)","Insects","Endangered","N/A","Wherever found"
"Obovaria retusa","Ring pink (mussel)","N/A","Clams","Endangered","N/A","Wherever found"
"Obovaria retusa","Ring pink (mussel)","N/A","Clams","Experimental Population Non-Essential","N/A","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))"
"Oceanodroma castro","Band-rumped storm-petrel","N/A","Birds","Endangered","N/A","USA (HI)"
"Odocoileus hemionus cerrosensis","Cedros Island mule Deer","N/A","Mammals","Endangered","N/A","Wherever found"
"Odocoileus virginianus clavium","Key deer","N/A","Mammals","Endangered","N/A","Wherever found"
"Odocoileus virginianus leucurus","Columbian white-tailed deer","N/A","Mammals","Threatened","null","Columbia River (Clark Cowliz Pacific Skamania and Wahkiakum Counties WA. and Clatsop Columbia and Multnomah Counties OR.)"
"Odontophorus strophium","Gorgeted wood-quail","N/A","Birds","Endangered","N/A","Wherever found"
"Oncorhynchus (=Salmo) kisutch","Coho salmon","17.95(e)","Fishes","Threatened","N/A","Lower Columbia River ESU - See 50 CFR 223.102"
"Oncorhynchus (=Salmo) kisutch","Coho salmon","17.95(e) 226.210 226.212","Fishes","Threatened","N/A","Southern Oregon - Northern California Coast ESU - See 50 CFR 223.102"
"Oncorhynchus (=Salmo) kisutch","Coho salmon","226.21","Fishes","Endangered","N/A","Central California Coast ESU - See 50 CFR 224.101"
"Oncorhynchus (=Salmo) kisutch","Coho salmon","226.21","Fishes","Threatened","N/A","Oregon Coast ESU - See 50 CFR 223.102"
"Oncorhynchus (=Salmo) mykiss","Steelhead","17.95(e)","Fishes","Threatened","N/A","Northern California DPS - See 50 CFR 223.102"
"Oncorhynchus (=Salmo) mykiss","Steelhead","17.95(e)","Fishes","Threatened","N/A","Puget Sound DPS - See 50 CFR 223.102"
"Oncorhynchus (=Salmo) mykiss","Steelhead","17.95(e) 226.212","Fishes","Endangered","N/A","Southern California DPS - See 50 CFR 224.101"
"Oncorhynchus (=Salmo) mykiss","Steelhead","17.95(e) 226.212","Fishes","Threatened","223.203","California Central Valley DPS - See 50 CFR 223.102"
"Oncorhynchus (=Salmo) mykiss","Steelhead","17.95(e) 226.212","Fishes","Threatened","223.203","Central California Coast DPS - See 50 CFR 223.102"
"Oncorhynchus (=Salmo) mykiss","Steelhead","17.95(e) 226.212","Fishes","Threatened","223.203","Lower Columbia River DPS - See 50 CFR 223.102"
"Oncorhynchus (=Salmo) mykiss","Steelhead","17.95(e) 226.212","Fishes","Threatened","223.203","Middle Columbia River DPS - See 50 CFR 223.102"
"Oncorhynchus (=Salmo) mykiss","Steelhead","17.95(e) 226.212","Fishes","Threatened","223.203","Snake River Basin DPS - See 50 CFR 223.102"
"Oncorhynchus (=Salmo) mykiss","Steelhead","17.95(e) 226.212","Fishes","Threatened","223.203","South-Central California Coast DPS - See 50 CFR 223.102"
"Oncorhynchus (=Salmo) mykiss","Steelhead","17.95(e) 226.212","Fishes","Threatened","223.203","Upper Willamette River DPS - See 50 CFR 223.102"
"Oncorhynchus (=Salmo) mykiss","Steelhead","N/A","Fishes","Experimental Population Non-Essential","N/A","Middle Columbia River DPS - XN - See 50 CFR 223.102"
"Oncorhynchus (=Salmo) mykiss","Steelhead","N/A","Fishes","Threatened","N/A","Upper Columbia River DPS - See 50 CFR 223.102"
"Oncorhynchus (=Salmo) nerka","Sockeye salmon","17.95(e) 226.212","Fishes","Threatened","223.203","Ozette Lake ESU - See 50 CFR 223.102"
"Oncorhynchus (=Salmo) nerka","Sockeye salmon","226.205","Fishes","Endangered","N/A","Snake River ESU - See 50 CFR 224.101"
"Oncorhynchus (=Salmo) tshawytscha","Chinook salmon","17.95(e) 226.212","Fishes","Endangered","N/A","Upper Columbia River spring-run ESU See 50 CFR 224.101"
"Oncorhynchus (=Salmo) tshawytscha","Chinook salmon","17.95(e) 226.212","Fishes","Threatened","223.203","Lower Columbia River ESU See 50 CFR 223.102"
"Oncorhynchus (=Salmo) tshawytscha","Chinook salmon","17.95(e) 226.212","Fishes","Threatened","223.203","Puget Sound ESU See 50 CFR 223.102"
"Oncorhynchus (=Salmo) tshawytscha","Chinook salmon","17.95(e) 226.212","Fishes","Threatened","223.203","Upper Willamette River ESU See 50 CFR 223.102"
"Oncorhynchus (=Salmo) tshawytscha","Chinook salmon","17.95(e) 226.212","Fishes","Threatened","N/A","California Coastal ESU - See 50 CFR 223.102"
"Oncorhynchus (=Salmo) tshawytscha","Chinook salmon","17.95(e) 226.212","Fishes","Threatened","N/A","Central Valley spring-run ESU See 50 CFR 223.102"
"Oncorhynchus (=Salmo) tshawytscha","Chinook salmon","226.204","Fishes","Endangered","N/A","Sacramento River winter-run ESU - See 50 CFR 224.101"
"Oncorhynchus (=Salmo) tshawytscha","Chinook salmon","226.205","Fishes","Threatened","N/A","Snake River fall-run ESU See 50 CFR 223.102"
"Oncorhynchus (=Salmo) tshawytscha","Chinook salmon","226.205","Fishes","Threatened","N/A","Snake River spring/summer-run ESU See 50 CFR 223.102"
"Oncorhynchus aguabonita whitei","Little Kern golden trout","17.95(e)","Fishes","Threatened","17.44(e)","Wherever found"
"Oncorhynchus apache","Apache trout","N/A","Fishes","Threatened","17.44(a)","Wherever found"
"Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","N/A","Fishes","Threatened","17.44(a)","Wherever found"
"Oncorhynchus clarkii seleniris","Paiute cutthroat trout","N/A","Fishes","Threatened","17.44(a)","Wherever found"
"Oncorhynchus clarkii stomias","Greenback Cutthroat trout","N/A","Fishes","Threatened","17.44(f)","Wherever found"
"Oncorhynchus gilae","Gila trout","N/A","Fishes","Threatened","17.44(z)","Wherever found"
"Oncorhynchus keta","Chum salmon","17.95(e) 226.212","Fishes","Threatened","223.203","Columbia River ESU See 50 CFR 223.102"
"Oncorhynchus keta","Chum salmon","17.95(e) 226.212","Fishes","Threatened","223.203","Hood Canal summer-run ESU - See 50 CFR 223.102"
"Onychogalea fraenata","Brindled nail-tailed wallaby","N/A","Mammals","Endangered","N/A","Wherever found"
"Onychogalea lunata","Crescent nail-tailed wallaby","N/A","Mammals","Endangered","N/A","Wherever found"
"Orbicella annularis","Lobed Star Coral","N/A","Corals","Threatened","N/A","Wherever found"
"Orbicella faveolata","Mountainous Star Coral","N/A","Corals","Threatened","N/A","Wherever found"
"Orbicella franksi","Boulder star coral","N/A","Corals","Threatened","N/A","Wherever found"
"Orcinus orca","Killer whale","17.95(a)","Mammals","Endangered","N/A","Southern Resident DPS See 50 CFR 224.101"
"Orconectes shoupi","Nashville crayfish","N/A","Crustaceans","Endangered","N/A","Wherever found"
"Oreomystis bairdi","Akikiki","17.95(b)","Birds","Endangered","N/A","Wherever found"
"Oreomystis mana","Hawaii creeper","N/A","Birds","Endangered","N/A","Wherever found"
"Oreophasis derbianus","Horned guan","N/A","Birds","Endangered","N/A","Wherever found"
